pair,score,n_mentions,n_contribs,member,party,state,chamber,is_current,first_contrib,last_contrib,first_mention,last_mention,sample_url,entity_id,bioguide
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION -> Laura Gillen,7250.0,2,6,Laura Gillen,Democrat,NY,rep,1,2025-03-19,2025-12-18,2025-03-26,2026-01-22,https://gillen.house.gov/media/press-releases/reps-gillen-and-mann-advance-bipartisan-bill-address-aviation-workforce,1362,G000602
LEAGUE OF CONSERVATION VOTERS -> Greg Casar,7143.530000000001,3,9,Greg Casar,Democrat,TX,rep,1,2022-05-11,2025-12-17,2024-02-14,2024-10-08,https://casar.house.gov/media/press-releases/news-congressman-greg-casar-texans-celebrate-connect-grid-act-introduction,1195,C001131
AMERICAN EXPLORATION & PRODUCTION COUNCIL -> Troy Balderson,7000.0,3,2,Troy Balderson,Republican,OH,rep,1,2023-10-05,2024-06-29,2025-01-23,2025-09-18,https://balderson.house.gov/news/documentsingle.aspx?DocumentID=2887,172,B001306
AMERICAN FINANCIAL SERVICES ASSOCIATION -> Sarah McBride,7000.0,2,4,Sarah McBride,Democrat,DE,rep,1,2025-04-24,2025-12-03,2025-01-10,2025-06-24,https://mcbride.house.gov/media/press-releases/rep-mcbride-testifies-house-financial-services-committee-bipartisan-bill-crack,177,M001238
BOEING COMPANY -> Brian Schatz,7000.0,2,4,Brian Schatz,Democrat,HI,sen,1,2022-07-28,2025-07-28,2024-07-25,2025-05-13,https://www.schatz.senate.gov/news/press-releases/schatz-coons-lead-group-of-27-senators-in-introducing-resolution-to-condemn-400-million-airplane-gift-to-trump-from-qatar,406,S001194
EXXON MOBIL CORPORATION -> Steven Horsford,7000.0,2,3,Steven Horsford,Democrat,NV,rep,1,2022-05-18,2024-10-23,2022-03-17,2022-03-30,https://horsford.house.gov/media/press-releases/congressman-steven-horsford-questions-irs-commissioner-on-rising-gas-prices,824,H001066
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION -> Veronica Escobar,7000.0,2,4,Veronica Escobar,Democrat,TX,rep,1,2024-08-29,2025-09-16,2025-03-03,2025-12-11,https://escobar.house.gov/news/documentsingle.aspx?DocumentID=3009,1362,E000299
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Ben Cline",7000.0,3,5,Ben Cline,Republican,VA,rep,1,2025-03-13,2025-08-20,2024-10-03,2025-10-31,https://cline.house.gov/news/documentsingle.aspx?DocumentID=2617,1426,C001118
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Darrell Issa",7000.0,5,7,Darrell Issa,Republican,CA,rep,1,2022-02-09,2025-06-11,2024-05-30,2025-07-24,https://issa.house.gov/media/press-releases/reps-issa-hudson-and-senator-risch-introduce-bicameral-legislation-stop,1426,I000056
PACIFIC GAS AND ELECTRIC COMPANY (FORMERLY PG&E CORPORATION) -> Jared Huffman,7000.0,6,7,Jared Huffman,Democrat,CA,rep,1,2022-05-23,2025-12-12,2022-01-21,2025-01-17,https://huffman.house.gov/media-center/press-releases/rep-huffman-announces-15-million-for-eel-river-restoration-construction-of-modern-water-supply-for-russian-river-communities,1550,H001068
SOLAR ENERGY INDUSTRIES ASSOCIATION -> Juan Ciscomani,7000.0,2,4,Juan Ciscomani,Republican,AZ,rep,1,2024-06-18,2025-03-28,2023-10-23,2026-01-20,https://ciscomani.house.gov/media/press-releases/ciscomani-part-bipartisan-effort-cut-red-tape-residential-solar-other-home,1876,C001133
"T-MOBILE USA, INC. -> Tim Kaine",7000.0,2,5,Tim Kaine,Democrat,VA,sen,1,2023-03-24,2025-10-22,2024-05-10,2025-10-09,https://www.kaine.senate.gov/press-releases/warner-kaine-colleagues-urge-major-utility-companies-to-prevent-penalties-service-shutoffs-for-federal-workers-during-shutdown,1951,K000384
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES -> Tim Kaine,7000.0,2,5,Tim Kaine,Democrat,VA,sen,1,2022-09-15,2024-05-29,2024-05-10,2025-10-09,https://www.kaine.senate.gov/press-releases/warner-kaine-colleagues-urge-major-utility-companies-to-prevent-penalties-service-shutoffs-for-federal-workers-during-shutdown,2194,K000384
LEAGUE OF CONSERVATION VOTERS -> Jared Huffman,6568.530000000001,10,9,Jared Huffman,Democrat,CA,rep,1,2022-06-07,2025-09-29,2023-01-24,2025-04-22,https://huffman.house.gov/media-center/press-releases/reps-huffman-pallone-and-castor-introduce-bills-to-permanently-protect-the-pacific-and-atlantic-oceans-from-offshore-drilling,1195,H001068
340B HEALTH -> Dusty Johnson,6500.0,2,3,Dusty Johnson,Republican,SD,rep,1,2022-10-05,2024-08-02,2023-04-06,2025-03-18,https://dustyjohnson.house.gov/media/press-releases/johnson-spanberger-introduce-bipartisan-bill-protect-340b-program-prevent,4,J000301
"AMAZON.COM SERVICES, INC. -> Gus M. Bilirakis",6500.0,2,4,Gus M. Bilirakis,Republican,FL,rep,1,2022-09-26,2025-09-22,2022-11-17,2022-12-29,https://bilirakis.house.gov/media/press-releases/two-more-bilirakis-bills-become-law-1,125,B001257
AMERICAN ACADEMY OF OPHTHALMOLOGY -> Marc A. Veasey,6500.0,2,3,Marc A. Veasey,Democrat,TX,rep,1,2022-06-08,2025-06-18,2024-05-14,2025-03-31,https://veasey.house.gov/media-center/press-releases/veasey-and-bilirakis-introduce-bill-address-childrens-vision-and-eye,138,V000131
BOEING COMPANY -> Nick LaLota,6500.0,2,6,Nick LaLota,Republican,NY,rep,1,2025-02-27,2025-09-25,2023-05-01,2023-06-30,https://lalota.house.gov/media/press-releases/new-defense-contracts,406,L000598
"BWX TECHNOLOGIES, INC. -> Todd Young",6500.0,2,3,Todd Young,Republican,IN,sen,1,2022-04-20,2024-07-31,2025-10-17,2025-12-17,https://www.young.senate.gov/newsroom/press-releases/young-votes-for-annual-defense-bill-to-support-our-military-keep-america-secure/,436,Y000064
NATIONAL RETAIL FEDERATION -> Lance Gooden,6500.0,2,5,Lance Gooden,Republican,TX,rep,1,2022-10-12,2025-03-04,2023-06-07,2026-01-13,https://gooden.house.gov/press-releases?ID=EFBA6FA6-8C48-47DE-BD44-1883E9F1FF30,1423,G000589
WALMART INC. -> Salud O. Carbajal,6500.0,2,4,Salud O. Carbajal,Democrat,CA,rep,1,2022-10-26,2025-09-29,2024-03-04,2025-09-11,https://carbajal.house.gov/news/documentsingle.aspx?DocumentID=3343,2222,C001112
XCEL ENERGY INC -> Kevin Cramer,6500.0,2,3,Kevin Cramer,Republican,ND,sen,1,2023-02-10,2024-06-07,2023-10-13,2024-03-15,https://www.cramer.senate.gov/news/press-releases/senator-cramer-unds-energy-and-environmental-research-center-receives-more-than-4-million-for-hydrogen-cell-technology,2273,C001096
"AMAZON.COM SERVICES, INC. -> Ted Cruz",6250.0,3,3,Ted Cruz,Republican,TX,sen,1,2023-05-08,2025-11-17,2022-11-14,2025-04-29,https://www.cruz.senate.gov/newsroom/press-releases/wtas-bipartisan-bicameral-take-it-down-act-to-criminalize-the-spread-of-deepfake-revenge-porn-heads-to-president-trumps-desk,125,C001098
BOEING COMPANY -> Chrissy Houlahan,6250.0,2,7,Chrissy Houlahan,Democrat,PA,rep,1,2022-03-15,2025-11-24,2025-07-17,2025-09-26,https://houlahan.house.gov/news/documentsingle.aspx?DocumentID=4770,406,H001085
"AMAZON.COM SERVICES, INC. -> Angie Craig",6200.0,2,2,Angie Craig,Democrat,MN,rep,1,2022-03-09,2023-06-05,2023-01-31,2023-02-07,https://craig.house.gov/media/press-releases/rep-angie-craig-urges-amazon-support-shakopee-workforce-requests-additional,125,C001119
LEAGUE OF CONSERVATION VOTERS -> Sean Casten,6068.530000000001,4,9,Sean Casten,Democrat,IL,rep,1,2022-03-03,2025-12-17,2022-03-14,2025-04-22,https://casten.house.gov/media/press-releases/on-earth-day-casten-schatz-introduce-legislation-to-address-the-costs-and-financial-risks-of-climate-change,1195,C001117
"AMAZON.COM SERVICES, INC. -> Maria Elvira Salazar",6000.0,2,4,Maria Elvira Salazar,Republican,FL,rep,1,2022-06-06,2023-09-25,2025-04-28,2025-05-19,https://salazar.house.gov/media/press-releases/take-it-down-act-passes-house-and-heads-presidents-desk,125,S000168
"AMAZON.COM SERVICES, INC. -> Bennie G. Thompson",6000.0,2,4,Bennie G. Thompson,Democrat,MS,rep,1,2023-04-17,2025-04-22,2024-02-06,2025-10-24,https://benniethompson.house.gov/media/press-releases/thompson-demands-tech-giants-mega-corporations-crypto-companies-answer,125,T000193
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Sharice Davids",6000.0,3,6,Sharice Davids,Democrat,KS,rep,1,2022-03-08,2025-12-19,2025-03-03,2026-01-29,https://davids.house.gov/media/press-releases/one-year-anniversary-ict-dca-plane-collision-davids-honors-victims-and,141,D000629
"AMERICAN AIRLINES INC (FORMERLY REPORTED AS ""AMERICAN AIRLINES"") -> Ron Estes",6000.0,2,3,Ron Estes,Republican,KS,rep,1,2022-09-09,2024-03-12,2025-02-03,2026-02-24,https://estes.house.gov/news/documentsingle.aspx?DocumentID=7342,141,E000298
AMERICAN PUBLIC POWER ASSOCIATION -> David Kustoff,6000.0,2,2,David Kustoff,Republican,TN,rep,1,2024-06-27,2025-03-14,2023-03-28,2025-02-13,https://kustoff.house.gov/media/press-releases/kustoff-ruppersberger-introduce-bipartisan-investing-our-communities-act,209,K000392
AMERICAN VETERINARY MEDICAL ASSOCIATION -> Cindy Hyde-Smith,6000.0,2,3,Cindy Hyde-Smith,Republican,MS,sen,1,2024-06-07,2025-06-10,2025-08-05,2025-08-06,https://www.hydesmith.senate.gov/senate-veterinary-medicine-caucus-expands-address-critical-issues-animal-and-public-health,227,H001079
BOEING COMPANY -> John Garamendi,6000.0,2,5,John Garamendi,Democrat,CA,rep,1,2022-05-12,2025-11-28,2025-08-19,2026-03-11,https://garamendi.house.gov/media/press-releases/rep-garamendi-sen-warren-agree-trump-defense-contractors-must-be-held,406,G000559
CTIA-THE WIRELESS ASSOCIATION -> John Barrasso,6000.0,2,3,John Barrasso,Republican,WY,sen,1,2022-09-21,2024-09-24,2023-09-20,2023-12-13,https://www.barrasso.senate.gov/newsroom-news-releases-barrasso-sinema-introduce-bill-to-increase-access-to-broadband-on-federal-land/,662,B001261
"CUMMINS, INC. -> John B. Larson",6000.0,2,6,John B. Larson,Democrat,CT,rep,1,2022-03-30,2025-07-22,2025-10-03,2025-10-06,https://larson.house.gov/media-center/press-releases/larson-statement-uaw-local-379-strike-cummins-jacobs-vehicle-systems,665,L000557
ELANCO ANIMAL HEALTH INCORPORATED -> Todd Young,6000.0,4,3,Todd Young,Republican,IN,sen,1,2023-04-02,2025-11-12,2023-08-22,2026-03-05,https://www.young.senate.gov/newsroom/press-releases/young-op-ed-chips-act-tech-hubs-will-open-the-floodgates-for-9000-jobs-in-indiana/,749,Y000064
EXPERIAN NORTH AMERICA -> Chris Van Hollen,6000.0,2,2,Chris Van Hollen,Democrat,MD,sen,1,2022-08-09,2023-12-20,2023-05-09,2023-11-08,https://www.vanhollen.senate.gov/news/press-releases/van-hollen-reed-offer-consumer-credit-control-act-to-put-consumers-in-charge-of-credit-report-sharing-and-shoot-down-unwanted-trigger-leads,823,V000128
NATIONAL FOOTBALL LEAGUE -> Jerry Moran,6000.0,2,2,Jerry Moran,Republican,KS,sen,1,2022-03-11,2023-06-20,2023-02-14,2023-02-16,https://www.moran.senate.gov/public/index.cfm/news-releases?ID=DA8F44BA-2594-49D8-B18A-82A96C9AE7BB,1408,M000934
NUCOR CORPORATION -> Steve Cohen,6000.0,2,4,Steve Cohen,Democrat,TN,rep,1,2022-08-02,2025-06-30,2024-06-26,2024-07-24,https://cohen.house.gov/media-center/press-releases/congressman-cohen-secures-authorizations-tn-9-infrastructure-and,1499,C001068
NUCOR CORPORATION -> Bill Cassidy,6000.0,2,4,Bill Cassidy,Republican,LA,sen,1,2022-05-27,2025-06-30,2024-09-30,2024-10-08,https://www.cassidy.senate.gov/newsroom/press-releases/media-advisory-cassidy-releases-agenda-for-upcoming-energy-security-summit-in-baton-rouge/,1499,C001075
NUCOR CORPORATION -> James C. Justice,6000.0,2,2,James C. Justice,Republican,WV,sen,1,2024-03-29,2024-09-30,2026-01-19,2026-01-20,https://www.justice.senate.gov/press-releases/senator-justice-visits-nucor-steel-celebrates-american-manufacturing-strength,1499,J000312
"PRUDENTIAL FINANCIAL, INC. -> Joyce Beatty",6000.0,2,3,Joyce Beatty,Democrat,OH,rep,1,2022-04-26,2023-06-04,2024-01-17,2024-06-12,https://beatty.house.gov/media-center/press-releases/beatty-meeks-vargas-and-horsford-lead-letter-advocating-for-small-business-credit-and-affordable-mortgages,1659,B001281
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES -> Sharice Davids,6000.0,4,4,Sharice Davids,Democrat,KS,rep,1,2022-09-15,2024-09-26,2025-03-03,2025-10-07,https://davids.house.gov/media/press-releases/watch-davids-presses-aviation-experts-air-traffic-controller-shortages-safety,2194,D000629
LEAGUE OF CONSERVATION VOTERS -> Michael F. Bennet,5819.35,3,11,Michael F. Bennet,Democrat,CO,sen,1,2022-03-02,2022-09-26,2024-06-25,2025-05-07,https://www.bennet.senate.gov/2025/05/07/bennet-padilla-salinas-lofgren-reintroduce-legislation-to-provide-disaster-relief-for-farm-workers/,1195,B001267
"APPLIED MATERIALS, INC. -> Charles E. Schumer",5800.0,11,1,Charles E. Schumer,Democrat,NY,sen,1,2022-02-02,2022-02-02,2022-01-13,2025-07-14,https://www.schumer.senate.gov/newsroom/press-releases/schumer-this-is-it-after-years-of-advocacy-albany-nanotech-selected-as-americas-first-national-semiconductor-technology-center_-created-by-his-chips-and-science-law,255,S000148
WALGREEN COMPANY -> Janice D. Schakowsky,5750.0,2,3,Janice D. Schakowsky,Democrat,IL,rep,1,2022-03-02,2024-02-21,2022-05-06,2022-11-17,https://schakowsky.house.gov/media/press-releases/schakowsky-durbin-call-passage-bipartisan-inform-consumers-act,2220,S001145
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Carol D. Miller",5671.24,2,10,Carol D. Miller,Republican,WV,rep,1,2022-04-26,2025-07-25,2022-06-07,2025-01-09,https://miller.house.gov/media/press-releases/miller-stefanik-hudson-introduce-legislation-promote-gun-safety,1426,M001205
LEAGUE OF CONSERVATION VOTERS -> Jason Crow,5630.0,2,7,Jason Crow,Democrat,CO,rep,1,2022-05-18,2025-06-12,2022-03-24,2022-04-06,https://crow.house.gov/media/press-releases/reps-crow-bush-sen-sanders-introduce-bill-activating-defense-production-act-to-jumpstart-transition-to-clean-energy,1195,C001121
LEAGUE OF CONSERVATION VOTERS -> Paul Tonko,5562.51,5,8,Paul Tonko,Democrat,NY,rep,1,2022-01-20,2025-04-25,2022-07-14,2025-09-29,https://tonko.house.gov/news/documentsingle.aspx?DocumentID=4461,1195,T000469
AMERICAN VETERINARY MEDICAL ASSOCIATION -> Mike Crapo,5500.0,2,2,Mike Crapo,Republican,ID,sen,1,2022-05-12,2022-09-23,2023-09-18,2024-03-21,https://www.crapo.senate.gov/media/newsreleases/crapo-stabenow-lead-bipartisan-bill-to-help-address-shortage-of-veterinarians-in-rural-america,227,C000880
BANK OF AMERICA CORPORATION -> Sean Casten,5500.0,3,3,Sean Casten,Democrat,IL,rep,1,2023-06-09,2024-04-30,2024-06-14,2025-05-15,https://casten.house.gov/media/press-releases/casten-warren-lawmakers-urge-financial-regulators-to-stop-obstruction-of-efforts-to-tackle-climate-related-financial-risks,338,C001117
ELANCO ANIMAL HEALTH INCORPORATED -> Jim Banks,5500.0,2,3,Jim Banks,Republican,IN,sen,1,2025-03-04,2025-07-30,2025-06-10,2025-07-24,https://www.banks.senate.gov/news/press-releases/senator-banks-praises-selection-of-indianapolis-for-usda-hub/,749,B001299
"ELEVANCE HEALTH, INC. (FORMERLY REPORTED AS ANTHEM, INC.) -> Debbie Wasserman Schultz",5500.0,2,4,Debbie Wasserman Schultz,Democrat,FL,rep,1,2022-03-17,2025-05-01,2023-11-07,2024-03-28,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=3162,757,W000797
NATIONAL RETAIL FEDERATION -> Chuck Grassley,5500.0,6,4,Chuck Grassley,Republican,IA,sen,1,2022-03-22,2024-03-14,2024-07-26,2025-07-21,https://www.grassley.senate.gov/news/news-releases/support-grows-for-grassleys-combating-organized-retail-crime-act,1423,G000386
NORFOLK SOUTHERN CORPORATION -> Kweisi Mfume,5500.0,3,3,Kweisi Mfume,Democrat,MD,rep,1,2022-08-23,2024-04-17,2023-03-27,2023-05-12,https://mfume.house.gov/media/press-releases/congressman-mfume-sent-april-letter-to-epa-administrator-adamantly-opposing-norfolk-southern-s-resurrected-contaminated-water-plan-for-baltimore,1478,M000687
LEAGUE OF CONSERVATION VOTERS -> Haley M. Stevens,5079.71,2,8,Haley M. Stevens,Democrat,MI,rep,1,2022-09-21,2025-09-18,2024-10-10,2025-08-06,https://stevens.house.gov/media/press-releases/rep-haley-stevens-d-mi-introduces-new-bill-m1-concourse-pontiac-mi-remediate,1195,S001215
"AIR PRODUCTS AND CHEMICALS, INC. -> Bill Cassidy",5000.0,2,1,Bill Cassidy,Republican,LA,sen,1,2025-10-14,2025-10-14,2024-09-30,2024-10-08,https://www.cassidy.senate.gov/newsroom/press-releases/media-advisory-cassidy-releases-agenda-for-upcoming-energy-security-summit-in-baton-rouge/,66,C001075
ALZHEIMER'S ASSOCIATION -> Darin LaHood,5000.0,4,1,Darin LaHood,Republican,IL,rep,1,2024-09-10,2024-09-10,2023-02-06,2024-03-18,https://lahood.house.gov/2024/3/lahood-tonko-carter-barrag-n-introduce-bill-providing-alzheimer-s-and-dementia-education-resources-to-primary-care-physicians,119,L000585
ALZHEIMER'S ASSOCIATION -> Maxine Waters,5000.0,2,1,Maxine Waters,Democrat,CA,rep,1,2024-10-15,2024-10-15,2025-11-26,2025-11-26,https://waters.house.gov/media-center/press-releases/congresswoman-maxine-waters-joins-los-angeles-walk-to-end-alzheimer-s,119,W000187
"AMAZON.COM SERVICES, INC. -> Tom Cotton",5000.0,4,2,Tom Cotton,Republican,AR,sen,1,2025-03-28,2025-08-06,2024-04-15,2025-04-02,https://www.cotton.senate.gov/news/press-releases/cotton-to-biden-investigate-and-ban-temu,125,C001095
"AMAZON.COM SERVICES, INC. -> Jimmy Gomez",5000.0,2,5,Jimmy Gomez,Democrat,CA,rep,1,2022-06-24,2024-07-08,2022-11-17,2023-04-18,https://gomez.house.gov/news/documentsingle.aspx?DocumentID=2778,125,G000585
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS -> Joe Courtney,5000.0,5,1,Joe Courtney,Democrat,CT,rep,1,2025-12-16,2025-12-16,2022-06-07,2025-05-01,https://courtney.house.gov/media-center/press-releases/reps-courtney-walberg-lead-bicameral-bipartisan-bill-improve-health,149,C001069
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS -> Jeff Merkley,5000.0,2,1,Jeff Merkley,Democrat,OR,sen,1,2025-12-16,2025-12-16,2025-12-12,2026-03-02,https://www.merkley.senate.gov/merkley-wicker-kiggans-bonamici-lead-bipartisan-bicameral-effort-to-oppose-new-limits-on-student-loans-for-nurses/,149,M001176
AMERICAN FOREST & PAPER ASSOCIATION -> Tammy Baldwin,5000.0,2,1,Tammy Baldwin,Democrat,WI,sen,1,2024-02-26,2024-02-26,2024-08-08,2025-06-18,https://www.baldwin.senate.gov/news/press-releases/baldwin-marshall-introduce-bill-to-lower-costs-and-improve-reliability-of-freight-rail-service-for-american-businesses,179,B001230
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE -> Tim Scott,5000.0,3,2,Tim Scott,Republican,SC,sen,1,2022-02-10,2022-07-20,2022-06-14,2024-06-03,https://www.scott.senate.gov/media-center/press-releases/sen-scott-rep-lawler-call-for-biden-administration-to-censure-iran-at-iaea/,194,S001184
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE -> Thomas R. Suozzi,5000.0,2,1,Thomas R. Suozzi,Democrat,NY,rep,1,2024-05-10,2024-05-10,2024-12-02,2024-12-03,https://suozzi.house.gov/media/press-releases/suozzi-statement-announcement-death-omer-neutra,194,S001201
AMERICAN LAND TITLE ASSOCIATION -> Robert Menendez,5000.0,4,2,Robert Menendez,Democrat,NJ,rep,1,2022-09-07,2023-05-17,2025-06-27,2026-03-25,https://menendez.house.gov/media/press-releases/menendez-y-el-caucus-hispano-del-congreso-organizan-una-mesa-redonda-sobre-los,197,M001226
"ANDURIL INDUSTRIES, INC. -> Roger F. Wicker",5000.0,2,4,Roger F. Wicker,Republican,MS,sen,1,2023-09-28,2025-03-24,2026-02-24,2026-03-24,https://www.wicker.senate.gov/2026/3/chairman-wicker-leads-sasc-hearing-on-low-cost-munitions,238,W000437
"APPLIED MATERIALS, INC. -> Mark R. Warner",5000.0,2,2,Mark R. Warner,Democrat,VA,sen,1,2024-06-20,2025-09-08,2023-10-23,2024-08-14,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=D6914459-0F78-4A5A-A301-223CABDD591A,255,W000805
ASIAN AMERICAN HOTEL OWNERS ASSOCIATION -> Russell Fry,5000.0,6,1,Russell Fry,Republican,SC,rep,1,2023-05-01,2023-05-01,2024-01-30,2026-01-23,https://fry.house.gov/news/documentsingle.aspx?DocumentID=781,283,F000478
ASTRAZENECA PHARMACEUTICALS LP -> Charles E. Schumer,5000.0,3,1,Charles E. Schumer,Democrat,NY,sen,1,2022-10-25,2022-10-25,2024-01-22,2024-02-19,https://www.schumer.senate.gov/newsroom/press-releases/schumer-many-upstate-ny-doctors-are-facing-shortages-of-new-rsv-immunization-for-kids-and-with-recent-cold-weather-increasing-risk-for-respiratory-viruses-says-we-need-action-now-schumer-launches-two-pronged-plan-to-push-feds-and-manufacturers-to-get-all-hands-on-deck-to-address-shortage-and-deliver-more-doses-for-wny-pediatricians-and-families-to-combat-rsv,307,S000148
BAXTER HEALTHCARE CORPORATION -> Charles E. Schumer,5000.0,5,4,Charles E. Schumer,Democrat,NY,sen,1,2022-07-27,2025-06-05,2022-08-11,2024-04-02,https://www.schumer.senate.gov/newsroom/press-releases/schumer-xylazine-a-deadly-skin-rotting-zombie-drug-often-mixed-w-fentanyl-is-on-the-doorstep-of-rochester-and-the-finger-lakes-already-fueling-a-horrific-wave-of-overdoses_deaths-across-upstate-ny-senator-will-launch-three-pronged-plan-to-cut-off-supply-aid-local-law-enforcement--bolster-addiction-services-to-combat-overdose-epidemic,347,S000148
"BLUE ORIGIN, LLC -> Mike Haridopolos",5000.0,3,2,Mike Haridopolos,Republican,FL,rep,1,2025-02-04,2025-03-19,2025-01-03,2025-01-16,https://haridopolos.house.gov/media/press-releases/mike-haridopolos-sworn-congressman-floridas-8th-district,396,H001099
BOEING COMPANY -> Tammy Baldwin,5000.0,2,3,Tammy Baldwin,Democrat,WI,sen,1,2023-03-27,2024-07-30,2022-12-09,2023-05-31,https://www.baldwin.senate.gov/news/press-releases/senators-baldwin-duckworth-lead-bill-to-ensure-seat-size-other-real-life-conditions-are-considered-in-federal-aircraft-emergency-evacuation-standards,406,B001230
BOEING COMPANY -> Tim Scott,5000.0,3,1,Tim Scott,Republican,SC,sen,1,2025-05-02,2025-05-02,2022-03-10,2025-05-05,https://www.scott.senate.gov/media-center/press-releases/sens-scott-cantwell-reintroduce-aviation-workforce-development-act/,406,S001184
BOEING COMPANY -> Greg Stanton,5000.0,2,5,Greg Stanton,Democrat,AZ,rep,1,2022-03-29,2025-09-25,2025-12-10,2026-02-23,https://stanton.house.gov/2026/2/stanton-slams-trump-s-tariffs-on-the-lead-with-jake-tapper,406,S001211
CORNING INCORPORATED -> Andy Barr,5000.0,2,1,Andy Barr,Republican,KY,rep,1,2023-04-18,2023-04-18,2025-08-06,2026-02-11,https://barr.house.gov/press-releases?ID=3B2805DB-E02A-4426-A906-07F77213D4DF,628,B001282
CORNING INCORPORATED -> Kirsten E. Gillibrand,5000.0,3,2,Kirsten E. Gillibrand,Democrat,NY,sen,1,2025-04-02,2025-10-20,2024-07-12,2026-02-04,https://www.gillibrand.senate.gov/news/press/release/schumer-gillibrand-announce-1-million-for-corning-museum-of-glass-to-expand-programs-to-school-children-boost-education-initiatives/,628,G000555
"EBAY, INC. -> Carol D. Miller",5000.0,4,2,Carol D. Miller,Republican,WV,rep,1,2023-07-21,2025-03-25,2024-09-11,2025-03-05,https://miller.house.gov/media/press-releases/millers-saving-gig-economy-taxpayers-act-passes-ways-and-means-committee,736,M001205
ELI LILLY AND COMPANY -> Ruben Gallego,5000.0,2,1,Ruben Gallego,Democrat,AZ,sen,1,2025-05-22,2025-05-22,2025-06-06,2025-11-18,https://www.gallego.senate.gov/news/press-releases/gallego-supports-bipartisan-legislation-to-combat-obesity-epidemic/,759,G000574
"ENTERGY SERVICES, LLC -> Ted Cruz",5000.0,2,2,Ted Cruz,Republican,TX,sen,1,2023-06-06,2023-11-27,2023-06-07,2024-01-19,https://www.cruz.senate.gov/newsroom/press-releases/sens-cruz-hagerty-bipartisan-group-of-senators-demand-biden-administration-address-harmful-side-effects-of-impractical-doe-rule,785,C001098
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Lucy McBath,5000.0,9,1,Lucy McBath,Democrat,GA,rep,1,2024-05-14,2024-05-14,2022-06-09,2026-02-12,https://mcbath.house.gov/press-releases?ID=CAB7D1CE-D62F-4F4D-B700-07912E7AB7C8,814,M001208
FAIR ISAAC CORPORATION (DBA FICO) -> Tom Emmer,5000.0,2,2,Tom Emmer,Republican,MN,rep,1,2024-03-08,2024-06-11,2023-05-25,2023-06-23,https://emmer.house.gov/media-center/press-releases/emmer-condemns-biden-administration-rule-punishing-middle-class-homebuyers,826,E000294
FAIR ISAAC CORPORATION (DBA FICO) -> Scott Fitzgerald,5000.0,2,1,Scott Fitzgerald,Republican,WI,rep,1,2025-06-26,2025-06-26,2023-06-23,2024-04-05,https://fitzgerald.house.gov/media/press-releases/fitzgerald-introduces-bill-codify-credit-reporting-practices-homebuyers,826,F000471
GENERAL DYNAMICS CORPORATION -> Todd Young,5000.0,2,3,Todd Young,Republican,IN,sen,1,2022-02-01,2025-11-10,2024-12-19,2025-04-30,https://www.young.senate.gov/newsroom/press-releases/young-kelly-introduce-ships-for-america-act-to-revitalize-u-s-shipbuilding-and-commercial-maritime-industries/,919,Y000064
GENERAL MOTORS COMPANY -> David Schweikert,5000.0,4,1,David Schweikert,Republican,AZ,rep,1,2024-04-05,2024-04-05,2023-03-14,2024-12-17,https://schweikert.house.gov/2024/12/17/schweikert-legislation-expanding-affordable-pumped-storage-hydropower-in-arizona-heads-to-presidents-desk/,923,S001183
GENERAL MOTORS COMPANY -> Michael R. Turner,5000.0,7,1,Michael R. Turner,Republican,OH,rep,1,2023-06-20,2023-06-20,2022-03-09,2025-02-13,https://turner.house.gov/2025/2/rep-turner-reintroduces-bill-to-restore-delphi-salaried-retirees-pensions,923,T000463
HILTON WORLDWIDE -> Brian Schatz,5000.0,2,2,Brian Schatz,Democrat,HI,sen,1,2022-11-03,2025-05-15,2024-05-23,2025-05-07,https://www.schatz.senate.gov/news/press-releases/hawaii-congressional-delegation-introduces-bill-to-strengthen-protect-health-care-for-seniors-in-hawaii,1013,S001194
"HUMANA, INC. -> Maria Elvira Salazar",5000.0,4,3,Maria Elvira Salazar,Republican,FL,rep,1,2022-09-26,2024-06-19,2023-06-13,2024-09-12,https://salazar.house.gov/media/press-releases/mas-de-100-articulos-excelentes-la-ley-dignidad-de-la-congresista-salazar,1030,S000168
