pair,score,n_mentions,n_contribs,member,party,state,chamber,is_current,first_contrib,last_contrib,first_mention,last_mention,sample_url,entity_id,bioguide
"PRUDENTIAL FINANCIAL, INC. -> Joyce Beatty",6000.0,2,3,Joyce Beatty,Democrat,OH,rep,1,2022-04-26,2023-06-04,2024-01-17,2024-06-12,https://beatty.house.gov/media-center/press-releases/beatty-meeks-vargas-and-horsford-lead-letter-advocating-for-small-business-credit-and-affordable-mortgages,1659,B001281
"THE GOLDMAN SACHS GROUP, INC. -> Bill Foster",6000.0,3,5,Bill Foster,Democrat,IL,rep,1,2022-05-31,2023-12-13,2023-12-05,2025-10-14,https://foster.house.gov/media/press-releases/foster-statement-hres-894,2023,F000454
VERIZON COMMUNICATIONS INC. AND VARIOUS SUBSIDIARIES -> Sharice Davids,6000.0,4,4,Sharice Davids,Democrat,KS,rep,1,2022-09-15,2024-09-26,2025-03-03,2025-10-07,https://davids.house.gov/media/press-releases/watch-davids-presses-aviation-experts-air-traffic-controller-shortages-safety,2194,D000629
"VISA, INC. -> Deborah K. Ross",6000.0,15,4,Deborah K. Ross,Democrat,NC,rep,1,2023-10-06,2025-06-20,2022-03-18,2025-09-19,https://ross.house.gov/2025/9/ross-padilla-miller-meeks-paul-colleagues-introduce-bipartisan-bicameral-bill-to-protect-documented-dreamers,2204,R000305
LEAGUE OF CONSERVATION VOTERS -> Michael F. Bennet,5869.35,3,12,Michael F. Bennet,Democrat,CO,sen,1,2022-03-02,2022-09-26,2024-06-25,2025-05-07,https://www.bennet.senate.gov/2025/05/07/bennet-padilla-salinas-lofgren-reintroduce-legislation-to-provide-disaster-relief-for-farm-workers/,1195,B001267
"APPLIED MATERIALS, INC. -> Charles E. Schumer",5800.0,11,1,Charles E. Schumer,Democrat,NY,sen,1,2022-02-02,2022-02-02,2022-01-13,2025-07-14,https://www.schumer.senate.gov/newsroom/press-releases/schumer-this-is-it-after-years-of-advocacy-albany-nanotech-selected-as-americas-first-national-semiconductor-technology-center_-created-by-his-chips-and-science-law,255,S000148
WALGREEN COMPANY -> Janice D. Schakowsky,5750.0,2,3,Janice D. Schakowsky,Democrat,IL,rep,1,2022-03-02,2024-02-21,2022-05-06,2022-11-17,https://schakowsky.house.gov/media/press-releases/schakowsky-durbin-call-passage-bipartisan-inform-consumers-act,2220,S001145
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Carol D. Miller",5671.24,2,10,Carol D. Miller,Republican,WV,rep,1,2022-04-26,2025-07-25,2022-06-07,2025-01-09,https://miller.house.gov/media/press-releases/miller-stefanik-hudson-introduce-legislation-promote-gun-safety,1426,M001205
LEAGUE OF CONSERVATION VOTERS -> Jason Crow,5630.0,2,7,Jason Crow,Democrat,CO,rep,1,2022-05-18,2025-06-12,2022-03-24,2022-04-06,https://crow.house.gov/media/press-releases/reps-crow-bush-sen-sanders-introduce-bill-activating-defense-production-act-to-jumpstart-transition-to-clean-energy,1195,C001121
LEAGUE OF CONSERVATION VOTERS -> Paul Tonko,5562.51,5,8,Paul Tonko,Democrat,NY,rep,1,2022-01-20,2025-04-25,2022-07-14,2025-09-29,https://tonko.house.gov/news/documentsingle.aspx?DocumentID=4461,1195,T000469
AMERICAN VETERINARY MEDICAL ASSOCIATION -> Mike Crapo,5500.0,2,2,Mike Crapo,Republican,ID,sen,1,2022-05-12,2022-09-23,2023-09-18,2024-03-21,https://www.crapo.senate.gov/media/newsreleases/crapo-stabenow-lead-bipartisan-bill-to-help-address-shortage-of-veterinarians-in-rural-america,227,C000880
BANK OF AMERICA CORPORATION -> Sean Casten,5500.0,3,3,Sean Casten,Democrat,IL,rep,1,2023-06-09,2024-04-30,2024-06-14,2025-05-15,https://casten.house.gov/media/press-releases/casten-warren-lawmakers-urge-financial-regulators-to-stop-obstruction-of-efforts-to-tackle-climate-related-financial-risks,338,C001117
ELANCO ANIMAL HEALTH INCORPORATED -> Jim Banks,5500.0,2,3,Jim Banks,Republican,IN,sen,1,2025-03-04,2025-07-30,2025-06-10,2025-07-24,https://www.banks.senate.gov/news/press-releases/senator-banks-praises-selection-of-indianapolis-for-usda-hub/,749,B001299
"ELEVANCE HEALTH, INC. (FORMERLY REPORTED AS ANTHEM, INC.) -> Debbie Wasserman Schultz",5500.0,2,4,Debbie Wasserman Schultz,Democrat,FL,rep,1,2022-03-17,2025-05-01,2023-11-07,2024-03-28,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=3162,757,W000797
NATIONAL RETAIL FEDERATION -> Chuck Grassley,5500.0,6,4,Chuck Grassley,Republican,IA,sen,1,2022-03-22,2024-03-14,2024-07-26,2025-07-21,https://www.grassley.senate.gov/news/news-releases/support-grows-for-grassleys-combating-organized-retail-crime-act,1423,G000386
NORFOLK SOUTHERN CORPORATION -> Kweisi Mfume,5500.0,3,3,Kweisi Mfume,Democrat,MD,rep,1,2022-08-23,2024-04-17,2023-03-27,2023-05-12,https://mfume.house.gov/media/press-releases/congressman-mfume-sent-april-letter-to-epa-administrator-adamantly-opposing-norfolk-southern-s-resurrected-contaminated-water-plan-for-baltimore,1478,M000687
"VISA, INC. -> Ted Cruz",5500.0,21,3,Ted Cruz,Republican,TX,sen,1,2024-09-26,2025-03-17,2022-01-26,2026-01-16,https://www.cruz.senate.gov/newsroom/press-releases/sens-cruz-introduces-legislation-to-block-biden-administration-from-allowing-iranian-president-into-us,2204,C001098
LEAGUE OF CONSERVATION VOTERS -> Haley M. Stevens,5079.71,2,8,Haley M. Stevens,Democrat,MI,rep,1,2022-09-21,2025-09-18,2024-10-10,2025-08-06,https://stevens.house.gov/media/press-releases/rep-haley-stevens-d-mi-introduces-new-bill-m1-concourse-pontiac-mi-remediate,1195,S001215
"AIR PRODUCTS AND CHEMICALS, INC. -> Bill Cassidy",5000.0,2,1,Bill Cassidy,Republican,LA,sen,1,2025-10-14,2025-10-14,2024-09-30,2024-10-08,https://www.cassidy.senate.gov/newsroom/press-releases/media-advisory-cassidy-releases-agenda-for-upcoming-energy-security-summit-in-baton-rouge/,66,C001075
ALZHEIMER'S ASSOCIATION -> Darin LaHood,5000.0,4,1,Darin LaHood,Republican,IL,rep,1,2024-09-10,2024-09-10,2023-02-06,2024-03-18,https://lahood.house.gov/2024/3/lahood-tonko-carter-barrag-n-introduce-bill-providing-alzheimer-s-and-dementia-education-resources-to-primary-care-physicians,119,L000585
ALZHEIMER'S ASSOCIATION -> Maxine Waters,5000.0,2,1,Maxine Waters,Democrat,CA,rep,1,2024-10-15,2024-10-15,2025-11-26,2025-11-26,https://waters.house.gov/media-center/press-releases/congresswoman-maxine-waters-joins-los-angeles-walk-to-end-alzheimer-s,119,W000187
"AMAZON.COM SERVICES, INC. -> Tom Cotton",5000.0,4,2,Tom Cotton,Republican,AR,sen,1,2025-03-28,2025-08-06,2024-04-15,2025-04-02,https://www.cotton.senate.gov/news/press-releases/cotton-to-biden-investigate-and-ban-temu,125,C001095
"AMAZON.COM SERVICES, INC. -> Jimmy Gomez",5000.0,2,5,Jimmy Gomez,Democrat,CA,rep,1,2022-06-24,2024-07-08,2022-11-17,2023-04-18,https://gomez.house.gov/news/documentsingle.aspx?DocumentID=2778,125,G000585
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS -> Joe Courtney,5000.0,5,1,Joe Courtney,Democrat,CT,rep,1,2025-12-16,2025-12-16,2022-06-07,2025-05-01,https://courtney.house.gov/media-center/press-releases/reps-courtney-walberg-lead-bicameral-bipartisan-bill-improve-health,149,C001069
AMERICAN ASSOCIATION OF NURSE PRACTITIONERS -> Jeff Merkley,5000.0,2,1,Jeff Merkley,Democrat,OR,sen,1,2025-12-16,2025-12-16,2025-12-12,2026-03-02,https://www.merkley.senate.gov/merkley-wicker-kiggans-bonamici-lead-bipartisan-bicameral-effort-to-oppose-new-limits-on-student-loans-for-nurses/,149,M001176
AMERICAN ISRAEL PUBLIC AFFAIRS COMMITTEE -> Thomas R. Suozzi,5000.0,2,1,Thomas R. Suozzi,Democrat,NY,rep,1,2024-05-10,2024-05-10,2024-12-02,2024-12-03,https://suozzi.house.gov/media/press-releases/suozzi-statement-announcement-death-omer-neutra,194,S001201
AMERICAN LAND TITLE ASSOCIATION -> Robert Menendez,5000.0,4,2,Robert Menendez,Democrat,NJ,rep,1,2022-09-07,2023-05-17,2025-06-27,2026-03-25,https://menendez.house.gov/media/press-releases/menendez-y-el-caucus-hispano-del-congreso-organizan-una-mesa-redonda-sobre-los,197,M001226
"ANDURIL INDUSTRIES, INC. -> Roger F. Wicker",5000.0,2,4,Roger F. Wicker,Republican,MS,sen,1,2023-09-28,2025-03-24,2026-02-24,2026-03-24,https://www.wicker.senate.gov/2026/3/chairman-wicker-leads-sasc-hearing-on-low-cost-munitions,238,W000437
"APPLIED MATERIALS, INC. -> Mark R. Warner",5000.0,2,2,Mark R. Warner,Democrat,VA,sen,1,2024-06-20,2025-09-08,2023-10-23,2024-08-14,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=D6914459-0F78-4A5A-A301-223CABDD591A,255,W000805
ASIAN AMERICAN HOTEL OWNERS ASSOCIATION -> Russell Fry,5000.0,6,1,Russell Fry,Republican,SC,rep,1,2023-05-01,2023-05-01,2024-01-30,2026-01-23,https://fry.house.gov/news/documentsingle.aspx?DocumentID=781,283,F000478
ASTRAZENECA PHARMACEUTICALS LP -> Charles E. Schumer,5000.0,3,1,Charles E. Schumer,Democrat,NY,sen,1,2022-10-25,2022-10-25,2024-01-22,2024-02-19,https://www.schumer.senate.gov/newsroom/press-releases/schumer-many-upstate-ny-doctors-are-facing-shortages-of-new-rsv-immunization-for-kids-and-with-recent-cold-weather-increasing-risk-for-respiratory-viruses-says-we-need-action-now-schumer-launches-two-pronged-plan-to-push-feds-and-manufacturers-to-get-all-hands-on-deck-to-address-shortage-and-deliver-more-doses-for-wny-pediatricians-and-families-to-combat-rsv,307,S000148
BAXTER HEALTHCARE CORPORATION -> Charles E. Schumer,5000.0,5,4,Charles E. Schumer,Democrat,NY,sen,1,2022-07-27,2025-06-05,2022-08-11,2024-04-02,https://www.schumer.senate.gov/newsroom/press-releases/schumer-xylazine-a-deadly-skin-rotting-zombie-drug-often-mixed-w-fentanyl-is-on-the-doorstep-of-rochester-and-the-finger-lakes-already-fueling-a-horrific-wave-of-overdoses_deaths-across-upstate-ny-senator-will-launch-three-pronged-plan-to-cut-off-supply-aid-local-law-enforcement--bolster-addiction-services-to-combat-overdose-epidemic,347,S000148
BOEING COMPANY -> Tammy Baldwin,5000.0,2,3,Tammy Baldwin,Democrat,WI,sen,1,2023-03-27,2024-07-30,2022-12-09,2023-05-31,https://www.baldwin.senate.gov/news/press-releases/senators-baldwin-duckworth-lead-bill-to-ensure-seat-size-other-real-life-conditions-are-considered-in-federal-aircraft-emergency-evacuation-standards,406,B001230
BOEING COMPANY -> Tim Scott,5000.0,3,1,Tim Scott,Republican,SC,sen,1,2025-05-02,2025-05-02,2022-03-10,2025-05-05,https://www.scott.senate.gov/media-center/press-releases/sens-scott-cantwell-reintroduce-aviation-workforce-development-act/,406,S001184
BOEING COMPANY -> Greg Stanton,5000.0,2,5,Greg Stanton,Democrat,AZ,rep,1,2022-03-29,2025-09-25,2025-12-10,2026-02-23,https://stanton.house.gov/2026/2/stanton-slams-trump-s-tariffs-on-the-lead-with-jake-tapper,406,S001211
CENTER FOR SPORTFISHING POLICY (FKA CENTER FOR COASTAL CONSERVATION) -> John H. Rutherford,5000.0,4,2,John H. Rutherford,Republican,FL,rep,1,2025-03-03,2025-03-03,2022-12-01,2025-01-16,https://rutherford.house.gov/media/press-releases/rutherfords-red-snapper-act-approved-natural-resources-committee,478,R000609
"CHEVRON U.S.A., INC. -> Mike Rounds",5000.0,4,1,Mike Rounds,Republican,SD,sen,1,2025-09-02,2025-09-02,2024-06-28,2025-02-12,https://www.rounds.senate.gov/newsroom/press-releases/rounds-submits-inquiry-on-federal-overregulation-of-ag-producers-and-landowners-in-rural-states,503,R000605
CORNING INCORPORATED -> Andy Barr,5000.0,2,1,Andy Barr,Republican,KY,rep,1,2023-04-18,2023-04-18,2025-08-06,2026-02-11,https://barr.house.gov/press-releases?ID=3B2805DB-E02A-4426-A906-07F77213D4DF,628,B001282
CORNING INCORPORATED -> Kirsten E. Gillibrand,5000.0,3,2,Kirsten E. Gillibrand,Democrat,NY,sen,1,2025-04-02,2025-10-20,2024-07-12,2026-02-04,https://www.gillibrand.senate.gov/news/press/release/schumer-gillibrand-announce-1-million-for-corning-museum-of-glass-to-expand-programs-to-school-children-boost-education-initiatives/,628,G000555
CVS HEALTH (AND SUBSIDIARIES) -> Mike Kelly,5000.0,2,2,Mike Kelly,Republican,PA,rep,1,2025-03-24,2025-03-24,2024-07-09,2026-01-22,https://kelly.house.gov/media/press-releases/what-they-are-saying-overwhelming-support-rep-kellys-prior-authorization,668,K000376
"EBAY, INC. -> Carol D. Miller",5000.0,4,2,Carol D. Miller,Republican,WV,rep,1,2023-07-21,2025-03-25,2024-09-11,2025-03-05,https://miller.house.gov/media/press-releases/millers-saving-gig-economy-taxpayers-act-passes-ways-and-means-committee,736,M001205
"ENTERGY SERVICES, LLC -> Ted Cruz",5000.0,2,2,Ted Cruz,Republican,TX,sen,1,2023-06-06,2023-11-27,2023-06-07,2024-01-19,https://www.cruz.senate.gov/newsroom/press-releases/sens-cruz-hagerty-bipartisan-group-of-senators-demand-biden-administration-address-harmful-side-effects-of-impractical-doe-rule,785,C001098
EVERYTOWN FOR GUN SAFETY ACTION FUND -> Lucy McBath,5000.0,9,1,Lucy McBath,Democrat,GA,rep,1,2024-05-14,2024-05-14,2022-06-09,2026-02-12,https://mcbath.house.gov/press-releases?ID=CAB7D1CE-D62F-4F4D-B700-07912E7AB7C8,814,M001208
FAIR ISAAC CORPORATION (DBA FICO) -> Tom Emmer,5000.0,2,2,Tom Emmer,Republican,MN,rep,1,2024-03-08,2024-06-11,2023-05-25,2023-06-23,https://emmer.house.gov/media-center/press-releases/emmer-condemns-biden-administration-rule-punishing-middle-class-homebuyers,826,E000294
GENERAL DYNAMICS CORPORATION -> Todd Young,5000.0,2,3,Todd Young,Republican,IN,sen,1,2022-02-01,2025-11-10,2024-12-19,2025-04-30,https://www.young.senate.gov/newsroom/press-releases/young-kelly-introduce-ships-for-america-act-to-revitalize-u-s-shipbuilding-and-commercial-maritime-industries/,919,Y000064
GENERAL MOTORS COMPANY -> David Schweikert,5000.0,4,1,David Schweikert,Republican,AZ,rep,1,2024-04-05,2024-04-05,2023-03-14,2024-12-17,https://schweikert.house.gov/2024/12/17/schweikert-legislation-expanding-affordable-pumped-storage-hydropower-in-arizona-heads-to-presidents-desk/,923,S001183
GENERAL MOTORS COMPANY -> Michael R. Turner,5000.0,7,1,Michael R. Turner,Republican,OH,rep,1,2023-06-20,2023-06-20,2022-03-09,2025-02-13,https://turner.house.gov/2025/2/rep-turner-reintroduces-bill-to-restore-delphi-salaried-retirees-pensions,923,T000463
HILTON WORLDWIDE -> Brian Schatz,5000.0,2,2,Brian Schatz,Democrat,HI,sen,1,2022-11-03,2025-05-15,2024-05-23,2025-05-07,https://www.schatz.senate.gov/news/press-releases/hawaii-congressional-delegation-introduces-bill-to-strengthen-protect-health-care-for-seniors-in-hawaii,1013,S001194
INTEL CORPORATION -> Elise M. Stefanik,5000.0,4,1,Elise M. Stefanik,Republican,NY,rep,1,2022-09-21,2022-09-21,2024-04-25,2025-07-17,https://stefanik.house.gov/2025/7/stefanik-votes-to-pass-rescissions-package-fulfilling-promise-to-defund-npr,1081,S001196
JETBLUE AIRWAYS CORPORATION -> Tammy Duckworth,5000.0,2,3,Tammy Duckworth,Democrat,IL,sen,1,2024-07-11,2025-10-29,2024-05-01,2024-12-12,https://www.duckworth.senate.gov/news/press-releases/duckworths-aviation-safety-subcommittee-emphasizes-urgent-need-to-improve-air-traffic-control-systems-to-prevent-near-misses-and-protect-flying-public,1124,D000622
"KOCH GOVERNMENT AFFAIRS (FORMERLY KOCH COMPANIES PUBLIC SECTOR, LLC) -> Ted Cruz",5000.0,2,1,Ted Cruz,Republican,TX,sen,1,2025-04-14,2025-04-14,2023-05-16,2025-11-17,https://www.cruz.senate.gov/newsroom/press-releases/sen-cruzs-service-academy-board-finalizes-texas-military-academy-recommendations,1163,C001098
"KOCH GOVERNMENT AFFAIRS (FORMERLY KOCH COMPANIES PUBLIC SECTOR, LLC) -> Neal P. Dunn",5000.0,2,2,Neal P. Dunn,Republican,FL,rep,1,2022-06-20,2022-07-14,2023-09-18,2023-09-19,https://dunn.house.gov/news/documentsingle.aspx?DocumentID=413,1163,D000628
"MICRON TECHNOLOGY, INC. -> Mark R. Warner",5000.0,3,2,Mark R. Warner,Democrat,VA,sen,1,2024-10-17,2025-08-28,2022-04-07,2024-12-10,https://www.warner.senate.gov/public/index.cfm/pressreleases?ID=CF834B06-D299-4BBF-B928-FD9650E21E1E,1317,W000805
MICROSOFT CORPORATION -> Vern Buchanan,5000.0,2,1,Vern Buchanan,Republican,FL,rep,1,2025-07-13,2025-07-13,2024-09-11,2026-03-04,https://buchanan.house.gov/2026/3/buchanan-soto-introduce-bipartisan-bicameral-legislation-to-combat-ai-enabled-impersonation-scams,1318,B001260
MICROSOFT CORPORATION -> Chuck Grassley,5000.0,3,1,Chuck Grassley,Republican,IA,sen,1,2022-03-29,2022-03-29,2024-02-21,2025-11-12,https://www.grassley.senate.gov/news/news-releases/grassley-johnson-press-for-full-disclosure-of-jack-smith-subpoenas,1318,G000386
MOLSON COORS BEVERAGE COMPANY USA LLC (FORMERLY KNOWN AS MILLERCOORS LLC) -> Harriet M. Hageman,5000.0,9,5,Harriet M. Hageman,Republican,WY,rep,1,2023-09-26,2024-09-17,2023-06-23,2026-01-30,https://hageman.house.gov/media/press-releases/wyoming-delegation-joins-colleagues-demanding-answers-doj-illegal-aliens,1330,H001096
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION -> Richard J. Durbin,5000.0,3,1,Richard J. Durbin,Democrat,IL,sen,1,2025-06-11,2025-06-11,2025-03-25,2026-03-06,https://www.durbin.senate.gov/newsroom/press-releases/durbin-meets-with-illinois-air-traffic-controllers-as-they-continue-to-work-without-pay-during-shutdown,1362,D000563
NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION -> John Hoeven,5000.0,8,1,John Hoeven,Republican,ND,sen,1,2025-04-07,2025-04-07,2024-05-03,2025-05-08,https://www.hoeven.senate.gov/news/news-releases/hoeven-with-terminal-expansion-hector-international-to-be-the-best-airport-from-minneapolis-to-seattle,1362,H001061
NATIONAL FOOTBALL LEAGUE -> Mike Kelly,5000.0,5,2,Mike Kelly,Republican,PA,rep,1,2022-05-16,2023-12-22,2022-12-08,2025-12-16,https://kelly.house.gov/media/press-releases/us-house-floor-rep-kelly-pays-tribute-late-pittsburgh-steelers-rb-franco,1408,K000376
NATIONAL FOOTBALL LEAGUE -> Gary C. Peters,5000.0,6,1,Gary C. Peters,Democrat,MI,sen,1,2024-03-28,2024-03-28,2023-05-25,2025-12-18,https://www.peters.senate.gov/newsroom/press-releases/what-they-are-saying-peters-johnson-sinema-and-hoeven-bipartisan-bill-to-help-protect-communities-from-threats-posed-by-unmanned-aircraft-systems-will-mitigate-security-risks-for-large-crowds_critical-infrastructure,1408,P000595
NATIONAL FOOTBALL LEAGUE -> Jack Reed,5000.0,2,1,Jack Reed,Democrat,RI,sen,1,2025-12-23,2025-12-23,2024-02-19,2024-12-12,https://www.reed.senate.gov/news/releases/reed-sullivan-and-colleagues-ask-college-football-playoffs-to-preserve-army-navy-games-time-honored-tradition,1408,R000122
NATIONAL FOOTBALL LEAGUE -> Frederica S. Wilson,5000.0,5,2,Frederica S. Wilson,Democrat,FL,rep,1,2024-05-02,2025-05-13,2022-11-28,2024-07-17,https://wilson.house.gov/media/press-releases/wilson-passes-the-commission-on-the-social-status-of-black-men-and-boys-act,1408,W000808
NATIONAL MINING ASSOCIATION -> Juan Ciscomani,5000.0,3,1,Juan Ciscomani,Republican,AZ,rep,1,2024-09-20,2024-09-20,2024-05-21,2026-03-03,https://ciscomani.house.gov/media/press-releases/congressman-ciscomanis-critical-mineral-legislation-passes-house,1416,C001133
NATIONAL PORK PRODUCERS COUNCIL -> John Boozman,5000.0,2,2,John Boozman,Republican,AR,sen,1,2022-03-31,2022-04-28,2023-02-13,2025-07-22,https://www.boozman.senate.gov/public/index.cfm/press-releases?ID=3D513B19-5548-4B79-9EE1-B3D24F9B50D0,1418,B001236
NATIONAL PORK PRODUCERS COUNCIL -> John Hoeven,5000.0,2,1,John Hoeven,Republican,ND,sen,1,2022-05-26,2022-05-26,2023-09-22,2025-03-11,https://www.hoeven.senate.gov/news/news-releases/hoeven-klobuchar-reintroduce-legislation-to-update-usda-loan-limits-improve-producer-access-to-credit,1418,H001061
NATIONAL PORK PRODUCERS COUNCIL -> Dan Newhouse,5000.0,2,2,Dan Newhouse,Republican,WA,rep,1,2022-03-24,2022-07-14,2022-09-29,2025-02-06,https://newhouse.house.gov/media-center/press-releases/newhouse-strengthens-market-access-farmers-bipartisan-legislation,1418,N000189
NATIONAL RETAIL FEDERATION -> Dusty Johnson,5000.0,4,5,Dusty Johnson,Republican,SD,rep,1,2022-09-12,2025-03-04,2022-03-17,2024-03-21,https://dustyjohnson.house.gov/media/press-releases/johnsons-ship-it-act-gains-industry-support,1423,J000301
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Shelley Moore Capito",5000.0,2,2,Shelley Moore Capito,Republican,WV,sen,1,2023-05-30,2024-06-10,2023-11-20,2024-05-15,https://www.capito.senate.gov/news/press-releases/capito-colleagues-introduce-resolution-to-block-unconstitutional-biden-atf-rule,1426,C001047
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Tom Cotton",5000.0,3,1,Tom Cotton,Republican,AR,sen,1,2025-11-20,2025-11-20,2024-05-15,2025-04-01,https://www.cotton.senate.gov/news/press-releases/cotton-colleagues-reintroduce-bill-to-repeal-tax-on-certain-firearm-purchases,1426,C001095
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Kevin Cramer",5000.0,4,1,Kevin Cramer,Republican,ND,sen,1,2023-03-07,2023-03-07,2024-01-16,2025-02-05,https://www.cramer.senate.gov/news/press-releases/senator-cramer-introduces-legislation-to-allow-interstate-firearm-sales,1426,C001096
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Steve Daines",5000.0,3,2,Steve Daines,Republican,MT,sen,1,2025-02-07,2025-06-11,2024-05-23,2025-01-16,https://www.daines.senate.gov/2025/01/16/daines-leads-bill-to-defend-firearm-businesses-and-the-second-amendment/,1426,D000618
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Lindsey Graham",5000.0,4,1,Lindsey Graham,Republican,SC,sen,1,2025-06-18,2025-06-18,2023-03-16,2025-01-10,https://www.lgraham.senate.gov/public/index.cfm/press-releases?ID=CAC2CB13-E3FD-435B-B33C-79D48224C7C4,1426,G000359
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Cindy Hyde-Smith",5000.0,8,1,Cindy Hyde-Smith,Republican,MS,sen,1,2025-06-18,2025-06-18,2025-02-24,2026-03-12,https://www.hydesmith.senate.gov/hyde-smith-teams-risch-restore-fairness-firearms-small-businesses,1426,H001079
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Dan Sullivan",5000.0,2,1,Dan Sullivan,Republican,AK,sen,1,2025-06-18,2025-06-18,2023-02-03,2023-11-20,https://www.sullivan.senate.gov/newsroom/press-releases/sullivan-colleagues-demand-answers-on-biden-administrations-unprecedented-pause-of-firearms-export-licenses,1426,S001198
"NATIONAL SHOOTING SPORTS FOUNDATION, INC. -> Thom Tillis",5000.0,4,1,Thom Tillis,Republican,NC,sen,1,2025-06-18,2025-06-18,2023-02-02,2025-10-30,https://www.tillis.senate.gov/2025/10/tillis-introduces-discussion-draft-on-legislation-to-ban-politically-motivated-de-banking,1426,T000476
NORFOLK SOUTHERN CORPORATION -> Ted Cruz,5000.0,5,1,Ted Cruz,Republican,TX,sen,1,2025-03-18,2025-03-18,2023-02-23,2023-05-12,https://www.cruz.senate.gov/newsroom/press-releases/sen-cruz-secures-new-groundbreaking-commitment-from-norfolk-southern-to-reimburse-east-palestine-homeowners,1478,C001098
NORFOLK SOUTHERN CORPORATION -> Charles E. Schumer,5000.0,9,1,Charles E. Schumer,Democrat,NY,sen,1,2022-10-06,2022-10-06,2023-03-06,2025-08-07,https://www.schumer.senate.gov/newsroom/press-releases/schumer-train-cars-carrying-hazardous-materials-regularly-run-through-western-ny-with-norfolk-southern-running-through-the-heart-of-wyoming-county-in-wake-of-national-rail-accidents-senator-says-spotlight-turns-to-wny-and-launches-push-for-bipartisan-bill-to-strengthen-rail-reforms-increase-transparency-and-keep-communities-safe,1478,S000148
NORTHROP GRUMMAN CORPORATION -> George Whitesides,5000.0,2,2,George Whitesides,Democrat,CA,rep,1,2025-03-26,2025-09-29,2025-07-16,2025-12-22,https://whitesides.house.gov/2025/12/22/rep-whitesides-returns-over-15-million-to-constituents-in-2025/,1485,W000830
"NOVO NORDISK, INC. -> Ruben Gallego",5000.0,2,1,Ruben Gallego,Democrat,AZ,sen,1,2025-12-09,2025-12-09,2025-06-06,2025-11-18,https://www.gallego.senate.gov/news/press-releases/gallego-supports-bipartisan-legislation-to-combat-obesity-epidemic/,1493,G000574
"NRG ENERGY, INC. -> John Cornyn",5000.0,2,1,John Cornyn,Republican,TX,sen,1,2024-02-15,2024-02-15,2026-03-05,2026-03-20,https://www.cornyn.senate.gov/news/cornyn-houston-to-receive-nearly-10m-to-enhance-public-transportation-for-fifa-world-cup/,1496,C001056
SAFARI CLUB INTERNATIONAL -> Lisa Murkowski,5000.0,2,1,Lisa Murkowski,Republican,AK,sen,1,2024-03-21,2024-03-21,2022-09-30,2023-09-28,https://www.murkowski.senate.gov/press/release/senator-murkowski-secures-win-for-sportsmen-and-gun-owners,1761,M001153
"SAMSUNG ELECTRONICS AMERICA, INC. -> Lloyd Doggett",5000.0,2,3,Lloyd Doggett,Democrat,TX,rep,1,2024-04-09,2025-08-15,2023-05-19,2024-12-20,https://doggett.house.gov/media/press-releases/rep-doggett-reacts-samsung-receiving-billions-chips-science-act-funds,1770,D000399
SPACE EXPLORATION TECHNOLOGIES CORPORATION -> Valerie P. Foushee,5000.0,4,2,Valerie P. Foushee,Democrat,NC,rep,1,2023-07-26,2024-04-23,2025-02-06,2025-05-06,https://foushee.house.gov/media/press-releases/hasc-sst-democrats-demand-answers-on-potential-spacex-musk-conflicts-of-interest-and-alleged-chinese-investment-cover-ups,1895,F000477
"THE GOLDMAN SACHS GROUP, INC. -> John Cornyn",5000.0,4,2,John Cornyn,Republican,TX,sen,1,2022-10-26,2022-10-26,2025-02-25,2025-12-08,https://www.cornyn.senate.gov/news/cornyn-texas-gop-colleagues-urge-president-trump-to-move-nasa-headquarters-to-houston/,2023,C001056
"THE GOLDMAN SACHS GROUP, INC. -> Katherine M. Clark",5000.0,3,4,Katherine M. Clark,Democrat,MA,rep,1,2022-09-28,2025-06-05,2023-04-11,2024-06-12,https://katherineclark.house.gov/press-releases?ID=FD5122BD-71F5-449C-BC2E-B1484A37D8CC,2023,C001101
"THE GOLDMAN SACHS GROUP, INC. -> Sean Casten",5000.0,24,4,Sean Casten,Democrat,IL,rep,1,2022-09-28,2023-12-13,2022-09-21,2026-02-04,https://casten.house.gov/media/press-releases/casten-williams-call-for-disaster-supplemental-updated-fema-flood-maps-flood-mitigation-reform,2023,C001117
