activity_id,filing_uuid,registrant_id,client_id,filing_year,filing_period,dt_posted,stance_label,stance_confidence,source,cohort,is_canonical
556331,51063aa0-425b-41af-8107-e47646ee25f1,7257,65567,2025,first_quarter,2025-04-08T17:15:15-04:00,unclear,0.5,agreed,established,0
556545,f6f453cb-bf05-4d98-9b5e-10161963162b,401105597,65582,2025,first_quarter,2025-04-09T11:51:24-04:00,unclear,0.75,agreed,new2025_incumbent,0
556578,ab02352e-5ec9-4127-8699-1ad3684d3077,81511,65441,2025,first_quarter,2025-04-09T12:18:43-04:00,unclear,0.95,agreed,established,1
556740,f716beea-2e94-4ab3-a213-34cfbe488e2b,401107802,56904,2025,first_quarter,2025-04-09T14:48:56-04:00,unclear,0.4,agreed,new2025_incumbent,0
556754,c1c72f22-23f0-4a07-aa5c-441fd4cf56a2,401107802,56904,2025,first_quarter,2025-04-09T14:57:38-04:00,unclear,0.4,agreed,new2025_incumbent,0
556802,42cef26b-8900-41bb-b7f0-478b98e4dc26,305852,181712,2025,first_quarter,2025-04-09T15:32:43-04:00,unclear,0.5,agreed,new2025_genuine,1
557115,78b6930a-851f-4a31-b9b4-f9fe000120f9,7975,111010,2025,first_quarter,2025-04-10T12:08:08-04:00,unclear,0.4,agreed,established,1
557224,847d64d6-ec4e-4982-9776-a2c4c738572f,401105415,203651,2025,first_quarter,2025-04-10T13:11:10-04:00,unclear,0.55,agreed,new2025_genuine,1
557391,0f90f9d4-4338-4fae-99b3-5b7f5c9be592,401104830,202799,2025,first_quarter,2025-04-10T14:21:09-04:00,unclear,0.95,agreed,established,1
557416,756fdf98-5c87-4d96-8489-1b75875ed14d,400661993,210126,2025,first_quarter,2025-04-10T14:31:06-04:00,unclear,0.4,agreed,established,1
557468,db9d6f92-8a6e-42d7-a318-4a2281910ec1,30906,65632,2025,first_quarter,2025-04-10T14:48:59-04:00,unclear,0.6,agreed,established,0
557557,4daf7a25-5b50-4ef3-b9bb-d91ffe6cec10,5357,65642,2025,first_quarter,2025-04-10T15:28:31-04:00,unclear,0.5,agreed,new2025_incumbent,0
557647,9d62668e-d441-4a0c-8657-af8981fad608,5357,65657,2025,first_quarter,2025-04-10T16:28:17-04:00,unclear,0.5,agreed,new2025_incumbent,0
557772,36d5a403-ed47-4634-ba70-e9f0f4ccd5c8,401105150,65033,2025,first_quarter,2025-04-10T18:19:09-04:00,unclear,0.5,agreed,new2025_genuine,1
558318,1b82936e-94b1-40c1-8368-a5cba0170d2a,400287370,188909,2025,first_quarter,2025-04-11T14:22:01-04:00,unclear,0.45,opus,established,1
558351,a2ddc9ba-2d1d-4c08-8469-61d94a2d23a5,401105972,209111,2025,first_quarter,2025-04-11T14:53:02-04:00,unclear,0.95,agreed,new2025_genuine,1
558355,9e2585c8-50b8-4c0d-95b7-ff638ab1b0e1,400408933,190355,2025,first_quarter,2025-04-11T14:55:48-04:00,relief,0.8,agreed,established,1
558459,55918d9e-d7f9-4eee-8352-fac2b1e79d01,36105,61429,2025,first_quarter,2025-04-11T16:26:23-04:00,unclear,0.9,agreed,established,1
558533,78a5db94-45ce-475e-94d7-89b43514540b,401107289,55139,2025,first_quarter,2025-04-11T18:25:15-04:00,unclear,0.5,agreed,new2025_genuine,1
558582,7a014419-0c24-46dc-bab5-0c78e117e314,401106405,213706,2025,first_quarter,2025-04-12T11:03:35-04:00,relief,0.9,agreed,established,1
558963,c6663fd0-aced-4623-ae4b-b5af8376b2f9,310051,183472,2025,first_quarter,2025-04-13T14:38:27-04:00,unclear,0.9,agreed,unknown,1
559086,3a06aad8-7b5f-4032-a8d6-b21f1d99e2d4,6198,107759,2025,first_quarter,2025-04-14T08:20:26-04:00,unclear,0.85,agreed,new2025_genuine,1
559806,b842e01f-a9b6-4de9-8858-22af85004a7f,30906,65632,2025,first_quarter,2025-04-14T14:18:31-04:00,unclear,0.6,agreed,established,1
560214,8cf76f76-e666-45cf-92c4-c2b9da3e6005,55792,159864,2025,first_quarter,2025-04-14T19:54:00-04:00,unclear,0.95,agreed,established,0
560294,d2c15042-6d39-4c77-ba3c-69ebc3b96685,401104288,65087,2025,first_quarter,2025-04-15T00:35:27-04:00,unclear,0.5,agreed,established,1
560310,8e72fd58-bea8-417e-8f55-299efb690dd3,401104288,64266,2025,first_quarter,2025-04-15T02:34:52-04:00,unclear,0.5,agreed,established,1
560338,c5d28e32-2083-4db2-90c9-51416bc7afc5,401104288,64813,2025,first_quarter,2025-04-15T05:47:26-04:00,monitoring,0.95,agreed,established,1
560343,cf5a228d-77a8-48a9-90ee-b00c0d382459,401104288,65277,2025,first_quarter,2025-04-15T06:03:09-04:00,unclear,0.5,agreed,established,1
560348,e1f59d48-d6cf-44af-b67e-18e04ba0f6ae,401104288,64646,2025,first_quarter,2025-04-15T06:27:38-04:00,unclear,0.5,agreed,established,1
560377,55549b0f-f787-4701-aa26-97658d742903,401104288,63892,2025,first_quarter,2025-04-15T07:31:25-04:00,unclear,0.5,agreed,established,1
560553,060ef132-4b22-45a3-8e66-4f856a6c6ec8,81511,171312,2025,first_quarter,2025-04-15T09:32:36-04:00,unclear,0.35,agreed,established,1
560795,31aa348f-b965-4d59-ad2e-9686021272ae,28732,134585,2025,first_quarter,2025-04-15T10:48:08-04:00,unclear,0.6,agreed,new2025_incumbent,1
560857,08404430-1204-49bf-aaab-5dd440607046,400337565,189411,2025,first_quarter,2025-04-15T11:02:05-04:00,relief,0.95,agreed,new2025_incumbent,1
561098,158530ed-4ab3-451f-834f-2a34e2726afa,401105346,203568,2025,first_quarter,2025-04-15T12:37:47-04:00,relief,0.95,agreed,new2025_genuine,1
561105,a79ff2a1-a689-4bd0-9629-e4e34f5b6b52,400421010,65786,2025,first_quarter,2025-04-15T12:38:36-04:00,unclear,0.5,agreed,new2025_genuine,0
561132,15803c8d-627e-4e5a-b792-77fa68b2aaa5,17966,65787,2025,second_quarter,2025-04-15T12:45:35-04:00,unclear,0.4,agreed,new2025_genuine,0
561283,58dd8a71-523b-44bf-80ed-a357e0459fc1,67854,57968,2025,first_quarter,2025-04-15T13:49:39-04:00,unclear,0.95,agreed,established,1
561443,59831b0d-94b2-43c1-9c8c-525bf6fea45b,400520538,192062,2025,first_quarter,2025-04-15T14:59:19-04:00,relief,0.85,agreed,new2025_incumbent,0
561671,e98ef23c-2aa8-4f0d-bcf7-1af12aa1b42b,6278,108001,2025,first_quarter,2025-04-15T16:05:00-04:00,unclear,0.9,agreed,new2025_incumbent,0
561704,6bbd7cff-97de-4f2f-9b00-6a4e9f31d669,401104955,202976,2025,first_quarter,2025-04-15T16:16:08-04:00,unclear,0.45,opus,established,1
561752,a82ba8fe-3635-47c2-8fc1-9710fb1226b4,401103568,65815,2025,first_quarter,2025-04-15T16:36:05-04:00,unclear,0.5,agreed,new2025_genuine,0
561919,ae3db8db-ebf4-48b4-944a-e4ed11d14e73,30393,135816,2025,first_quarter,2025-04-15T17:53:39-04:00,relief,0.95,agreed,established,1
562010,80435b85-7b2e-4b43-a348-1ca838ed3e68,7257,63297,2025,first_quarter,2025-04-15T18:51:50-04:00,unclear,0.4,agreed,established,1
562016,f061aae7-bc60-4e94-93e8-0557a861536a,40013096,65821,2025,second_quarter,2025-04-15T19:02:39-04:00,unclear,0.95,agreed,new2025_incumbent,0
562070,c3ab3a57-90df-4b62-9a3a-0115a3739394,401104288,64889,2025,first_quarter,2025-04-15T20:28:29-04:00,monitoring,0.9,agreed,established,1
562211,9e981198-294d-44f2-aaea-53d8acd8ed53,400918672,196197,2025,first_quarter,2025-04-16T05:30:34-04:00,monitoring,0.95,agreed,new2025_incumbent,1
562295,e488e581-0289-45ef-bdb5-179da2191cf2,401104288,63988,2025,first_quarter,2025-04-16T08:31:15-04:00,unclear,0.5,agreed,established,1
562302,dbb73038-bb40-4ef5-8486-ca90cd6c3726,401104288,60648,2025,first_quarter,2025-04-16T08:36:46-04:00,relief,0.95,agreed,established,1
562655,0e4475d5-abb8-4182-b1c1-b97f31325885,400978796,196659,2025,first_quarter,2025-04-16T10:44:58-04:00,unclear,0.95,agreed,established,1
562731,ffc52a7d-b5ee-4f1a-ad6b-dd5bbc68b832,320918,59608,2025,first_quarter,2025-04-16T11:04:26-04:00,unclear,0.95,agreed,new2025_incumbent,1
562886,4abf73f2-b1aa-47a5-9361-ba1d160323ae,67854,63864,2025,first_quarter,2025-04-16T11:41:26-04:00,unclear,0.55,agreed,established,1
562930,eaee49c3-2629-40d2-aaa0-141a7069e2be,7257,65567,2025,first_quarter,2025-04-16T11:52:34-04:00,unclear,0.5,agreed,established,1
563105,758b374d-6b6a-4ac0-8c40-48cc912478af,40011087,187711,2025,first_quarter,2025-04-16T12:42:10-04:00,relief,0.9,agreed,established,1
563122,c7f70a26-86dc-4dda-a10b-bc9bf707b6d6,401107007,64042,2025,first_quarter,2025-04-16T12:50:04-04:00,unclear,0.95,agreed,new2025_genuine,1
563454,ff61bc19-bcdb-421c-8036-e0c4c7422b00,401109483,65866,2025,first_quarter,2025-04-16T14:23:45-04:00,unclear,0.7,agreed,unknown,1
563622,732ebb1c-559c-4f09-937c-70d567947620,79175,64005,2025,first_quarter,2025-04-16T14:54:54-04:00,unclear,0.95,agreed,new2025_incumbent,1
564171,9b173e9d-9933-41ec-a9ff-01df1107bf6d,401103524,199384,2025,first_quarter,2025-04-16T16:37:31-04:00,unclear,0.9,agreed,established,1
564227,f52ac711-dd2d-4338-aaf0-2964bc3821d5,40024191,64735,2025,first_quarter,2025-04-16T16:46:12-04:00,unclear,0.6,agreed,new2025_genuine,1
564238,ce8345da-3f94-431e-a2b1-3857e08fd8c1,400359656,189550,2025,first_quarter,2025-04-16T16:47:38-04:00,relief,0.9,agreed,established,1
564252,b4cc2bbc-603a-4d95-a799-b0383c09236f,10800,63562,2025,first_quarter,2025-04-16T16:48:30-04:00,unclear,0.95,agreed,established,1
564408,c046055c-f2aa-4623-ba24-68394f858e46,70175,64495,2025,first_quarter,2025-04-16T17:22:46-04:00,unclear,0.95,agreed,new2025_incumbent,1
564863,46f41b8a-966c-4e88-a0fd-2788d97da4af,401104288,64557,2025,first_quarter,2025-04-16T22:25:39-04:00,unclear,0.55,agreed,established,1
564904,8d7afb48-70df-40bd-b299-9e18ac3c359d,401104288,65433,2025,first_quarter,2025-04-17T00:43:32-04:00,unclear,0.5,agreed,established,1
564930,e8c52cd4-c02e-4529-b1a3-8c8b5e07c830,401104288,63568,2025,first_quarter,2025-04-17T05:22:53-04:00,unclear,0.55,agreed,established,1
565000,e7bb661e-ceef-41cb-a28a-ea4f0b1fb175,401104288,205374,2025,first_quarter,2025-04-17T07:15:10-04:00,mixed,0.6,opus,established,1
565303,10129d84-6a65-458f-83ba-9743cca5f530,401109135,63639,2025,first_quarter,2025-04-17T09:45:41-04:00,unclear,0.4,agreed,new2025_genuine,1
565397,2ea51e5d-04b9-44a3-a898-6b4a6541414b,4301,104670,2025,first_quarter,2025-04-17T10:00:53-04:00,unclear,0.95,agreed,new2025_incumbent,1
565473,6aac8246-1913-4a7b-9049-a7ccd8c0e2bd,29106,134653,2025,first_quarter,2025-04-17T10:15:55-04:00,unclear,0.5,agreed,new2025_genuine,1
565505,02ee7d0c-123b-41d5-80ed-0df39cd16768,401108705,61134,2025,first_quarter,2025-04-17T10:19:40-04:00,unclear,0.95,agreed,new2025_incumbent,1
566152,7033148a-9f66-4bef-8071-29fbe9107048,39941,148807,2025,first_quarter,2025-04-17T11:36:31-04:00,relief,0.95,agreed,established,1
566528,f83e088b-dbe3-4a33-b1f1-ec480f7e9901,400458236,191193,2025,first_quarter,2025-04-17T12:16:46-04:00,unclear,0.5,agreed,new2025_genuine,1
566703,b4fae50e-5003-421b-b434-220b945978f9,284950,64115,2025,first_quarter,2025-04-17T12:37:27-04:00,unclear,0.4,agreed,new2025_incumbent,1
566715,a445984a-68c0-47a9-bb2e-c981249715c3,20697,126907,2025,first_quarter,2025-04-17T12:39:34-04:00,relief,0.9,agreed,new2025_incumbent,1
566775,8e24b393-480c-410f-a566-7499959bcf80,401103276,198380,2025,first_quarter,2025-04-17T12:43:55-04:00,unclear,0.45,opus,new2025_genuine,1
567121,fdde5926-4772-4249-921c-3f3c4dadb641,401109376,65918,2025,second_quarter,2025-04-17T13:46:39-04:00,unclear,0.5,agreed,unknown,1
567158,04e0a8b5-a846-4194-8022-9a74446c1794,400320506,189250,2025,first_quarter,2025-04-17T13:52:50-04:00,unclear,0.4,agreed,established,1
567236,e3d5f974-3583-4f6c-bf20-5831774d2d86,401105814,207492,2025,first_quarter,2025-04-17T14:04:00-04:00,unclear,0.95,agreed,established,1
567284,892ee64e-3a3d-4b2c-be0a-e1068c3b30a0,53777,158495,2025,first_quarter,2025-04-17T14:09:41-04:00,unclear,0.5,agreed,new2025_incumbent,1
567314,61071c26-121e-4772-9157-faa079a9bf2e,401105127,203261,2025,first_quarter,2025-04-17T14:11:53-04:00,unclear,0.5,agreed,new2025_genuine,1
567858,1ce7fb83-4a81-4c6c-be06-db5f3a44f668,17443,65788,2025,first_quarter,2025-04-17T15:14:03-04:00,unclear,0.95,agreed,new2025_incumbent,1
568177,3cd91e2f-2e58-48e6-b046-12bfd5702c3f,13005,118723,2025,first_quarter,2025-04-17T15:37:45-04:00,unclear,0.4,agreed,established,1
568195,3e0aa3cb-a950-4159-bda2-7cadbab53b91,17443,209701,2025,first_quarter,2025-04-17T15:38:20-04:00,unclear,0.95,agreed,new2025_incumbent,1
568344,8ade7efc-b57d-425d-b4a3-ccb45862c937,17443,65515,2025,first_quarter,2025-04-17T15:50:53-04:00,unclear,0.5,agreed,new2025_incumbent,1
568426,6fe7ed65-6952-4df5-bb18-8004a4001c95,17443,65514,2025,first_quarter,2025-04-17T15:59:28-04:00,unclear,0.5,agreed,new2025_incumbent,1
568667,ae600853-3ec7-44fe-8d80-c18278f83d78,45937,153798,2025,first_quarter,2025-04-17T16:30:00-04:00,unclear,0.6,agreed,established,1
568678,fb3d9ddd-8d94-4d43-a0e3-81908d55fddb,299913,180251,2025,first_quarter,2025-04-17T16:30:19-04:00,unclear,0.5,agreed,new2025_genuine,1
568773,b87c293c-60f8-4310-8067-749c4aa99e96,5506,107350,2025,first_quarter,2025-04-17T16:43:11-04:00,relief,0.95,agreed,established,1
569132,b3ca79fd-7230-465b-a0bf-a8611d29b31d,401105040,65951,2025,first_quarter,2025-04-17T17:23:13-04:00,unclear,0.95,agreed,new2025_genuine,1
569334,b33313f3-57dd-40d3-9356-8e93675745bd,5211,106016,2025,first_quarter,2025-04-17T18:56:40-04:00,relief,0.9,agreed,established,1
569338,2bf9ea43-d727-4976-a46b-54bb88296011,7257,65955,2025,first_quarter,2025-04-17T19:03:22-04:00,unclear,0.4,agreed,established,0
569613,3021c798-c588-47bf-9d4b-2f8c66805e4b,401104288,63189,2025,first_quarter,2025-04-17T23:15:10-04:00,unclear,0.55,agreed,established,1
570040,6b9efb85-e506-4355-8897-acac7b662478,400532589,65975,2025,first_quarter,2025-04-18T09:09:16-04:00,unclear,0.95,agreed,unknown,1
570172,cb52e06b-e652-4c9e-bdc9-867413229d54,28504,134535,2025,first_quarter,2025-04-18T09:33:13-04:00,relief,0.95,agreed,established,1
570419,7cc0bbbb-fd8c-4c6f-a143-c39bddac916c,41454,64962,2025,first_quarter,2025-04-18T10:13:43-04:00,unclear,0.5,agreed,new2025_incumbent,1
570446,0ccfccf2-2906-44f3-8c9c-9abbebfa3394,401105498,203770,2025,first_quarter,2025-04-18T10:16:08-04:00,unclear,0.4,agreed,new2025_genuine,1
570644,046f733d-bad1-405d-9d57-23fd9593cee0,556,100441,2025,first_quarter,2025-04-18T10:37:12-04:00,unclear,0.95,agreed,established,1
571068,4794e4dc-aa57-494b-aae3-fa2602ac05a6,284950,44560,2025,first_quarter,2025-04-18T11:23:17-04:00,monitoring,0.95,agreed,new2025_incumbent,1
571153,aa9575db-842e-4077-9b4c-60834560b83f,27332,134279,2025,first_quarter,2025-04-18T11:38:10-04:00,unclear,0.4,agreed,new2025_genuine,1
571208,d337ab4f-0059-471e-b005-8431f9e467af,298012,179855,2025,first_quarter,2025-04-18T11:53:43-04:00,unclear,0.5,agreed,new2025_genuine,1
571294,8da8516e-fcfc-4fb4-b33b-17a2b93feb9b,298012,179856,2025,first_quarter,2025-04-18T12:04:11-04:00,unclear,0.5,agreed,new2025_genuine,1
571366,9ddcb123-aef3-4ae2-bbe2-f76779956a68,401109484,65997,2025,first_quarter,2025-04-18T12:11:53-04:00,unclear,0.95,agreed,unknown,1
571471,26d49555-c502-4aa6-ad8f-31bc25d7df85,76695,169003,2025,first_quarter,2025-04-18T12:34:16-04:00,relief,0.92,agreed,new2025_genuine,1
571942,ad3744c7-802f-4130-a180-1fb9220ac233,401103521,199280,2025,first_quarter,2025-04-18T13:28:26-04:00,unclear,0.95,agreed,established,1
572062,53fe6f1e-8a5e-4afc-baaf-7466db888785,401103945,200454,2025,first_quarter,2025-04-18T13:44:52-04:00,relief,0.88,agreed,new2025_genuine,0
572306,8947accc-c22c-42a0-b9ef-5de11c2dd865,401107067,53336,2025,first_quarter,2025-04-18T14:15:42-04:00,unclear,0.9,agreed,new2025_incumbent,1
572498,8c5e94cc-7bbf-4ac7-bf34-d39e38771f09,400976792,63907,2025,first_quarter,2025-04-18T14:44:02-04:00,unclear,0.95,agreed,new2025_incumbent,1
572537,5dde4b51-bfcb-42f7-944a-80173582b36d,24123,131484,2025,first_quarter,2025-04-18T14:49:45-04:00,unclear,0.45,opus,established,1
572586,da15cdf6-7164-4d2b-a945-200c66577ffc,19775,126395,2025,first_quarter,2025-04-18T14:56:54-04:00,relief,0.9,agreed,new2025_incumbent,1
572670,db862a28-9990-449e-b7ed-74f03ae4e64b,82330,171675,2025,first_quarter,2025-04-18T15:06:04-04:00,unclear,0.95,agreed,new2025_genuine,1
572807,47de3b9c-19c9-479c-bf0c-84545e7365c7,296236,179347,2025,first_quarter,2025-04-18T15:22:25-04:00,unclear,0.5,agreed,new2025_genuine,1
573218,453b5688-667b-4e14-a1f9-b917d1238055,35230,61725,2025,first_quarter,2025-04-18T16:15:42-04:00,unclear,0.5,agreed,established,1
573371,965d3cf7-4c45-454d-b1a9-a8342567fee5,16010,121526,2025,first_quarter,2025-04-18T16:38:46-04:00,unclear,0.55,agreed,established,1
573564,875af157-8299-4137-9ac6-f90b4197e983,7257,65955,2025,first_quarter,2025-04-18T17:06:34-04:00,unclear,0.4,agreed,established,1
573663,157b3699-0eac-4379-b261-0ab909c696bb,283696,61938,2025,first_quarter,2025-04-18T17:21:47-04:00,unclear,0.95,agreed,established,1
573857,96bfc5c8-8e45-499e-afe2-255b9e9e9b5e,7257,64335,2025,first_quarter,2025-04-18T18:08:56-04:00,unclear,0.5,agreed,established,1
574013,a70cf11e-ad45-4bda-9a35-28593af6de38,283696,65153,2025,first_quarter,2025-04-18T19:12:26-04:00,unclear,0.5,agreed,established,1
574207,333e15a8-6913-4daa-91e5-c35b5b3ef59c,401104288,63413,2025,first_quarter,2025-04-19T04:19:55-04:00,unclear,0.55,agreed,established,1
574209,3dd89897-193e-40bf-847e-a647f1d70730,401104288,63670,2025,first_quarter,2025-04-19T04:27:35-04:00,unclear,0.55,agreed,established,0
574383,e636557f-156c-40ee-a09e-4d39e0fccdd0,401104718,55076,2025,first_quarter,2025-04-19T10:33:27-04:00,unclear,0.95,agreed,established,1
575001,d7c4af7f-168c-4e07-8839-ed3dcf99e829,401104010,200631,2025,first_quarter,2025-04-19T18:10:38-04:00,monitoring,0.9,agreed,established,1
575494,46af1950-e5cd-4942-8e17-ce5a1e48ec9c,8453,57191,2025,first_quarter,2025-04-20T10:32:43-04:00,unclear,0.95,agreed,established,1
575804,cbf5db64-fdce-4d89-a5de-67dcc43cdb33,400426039,190607,2025,first_quarter,2025-04-20T13:13:08-04:00,monitoring,0.9,agreed,established,1
575890,551b93d8-77bf-4d3a-9d75-3c449aaa6c37,401109416,66035,2025,first_quarter,2025-04-20T13:39:22-04:00,unclear,0.6,agreed,new2025_genuine,0
575907,7ae1d990-cf74-4fa0-86c3-fc9246acd075,400426039,190608,2025,first_quarter,2025-04-20T13:48:50-04:00,monitoring,0.9,agreed,established,1
576187,9ece374f-38b4-4ccf-872e-c1b148bee433,400426039,56625,2025,first_quarter,2025-04-20T15:53:58-04:00,monitoring,0.9,agreed,established,1
576247,3f6452a5-5af5-47ed-8789-292d4691c616,400426039,190611,2025,first_quarter,2025-04-20T16:17:07-04:00,monitoring,0.9,agreed,established,1
576284,954fd7b3-b8b4-4b14-abe4-cfe7f680aa77,400426039,190614,2025,first_quarter,2025-04-20T16:32:27-04:00,monitoring,0.9,agreed,established,1
576366,c0d95d0c-e62d-4f44-8a90-a28446835fa7,400320502,189244,2025,first_quarter,2025-04-20T16:57:40-04:00,monitoring,0.9,agreed,new2025_genuine,1
576478,b4a77689-1883-402a-9608-d9109d0cd5c2,283696,211867,2025,first_quarter,2025-04-20T17:36:07-04:00,unclear,0.5,agreed,established,1
576842,8200a137-2710-4f52-9951-95cb9c25216d,283696,64187,2025,first_quarter,2025-04-20T19:35:59-04:00,unclear,0.4,agreed,established,1
577157,9902c573-f944-4c11-baba-d86c65a6b4df,400942717,196304,2025,first_quarter,2025-04-20T21:31:24-04:00,unclear,0.5,agreed,established,1
577686,f957717d-20c6-46f9-8e7e-5391f222729d,292094,177961,2025,first_quarter,2025-04-21T07:15:39-04:00,unclear,0.5,agreed,new2025_genuine,1
578001,4c1ae78d-a06b-4a19-9627-74702d743b86,401107297,54482,2025,first_quarter,2025-04-21T08:57:16-04:00,unclear,0.55,agreed,established,0
578030,6aee435b-e3c6-4ce7-9bad-72d25bd5f6cf,401109500,66055,2025,first_quarter,2025-04-21T09:03:31-04:00,unclear,0.95,agreed,unknown,1
578140,1009ca17-14ee-4b05-86fd-0b0a00e7501e,284050,64910,2025,first_quarter,2025-04-21T09:19:58-04:00,unclear,0.95,agreed,new2025_incumbent,1
578185,dd539cc9-c674-4bef-9b61-b17e93e82669,18103,123453,2025,first_quarter,2025-04-21T09:23:59-04:00,unclear,0.45,opus,established,1
578428,68d90e89-1323-422e-9af9-56e2d18aef54,401107297,54482,2025,first_quarter,2025-04-21T09:38:42-04:00,unclear,0.55,agreed,established,1
578448,300e82f4-ea30-4eb1-b872-dbf9e5feed65,401105943,208694,2025,first_quarter,2025-04-21T09:39:48-04:00,unclear,0.5,opus,new2025_incumbent,1
578996,75d0356e-6ccb-432f-8307-ff00d673abb6,37403,146244,2025,first_quarter,2025-04-21T10:11:13-04:00,unclear,0.5,agreed,new2025_incumbent,1
579058,1819bd6b-c662-470e-b516-66b0f962dcfd,6303,108362,2025,first_quarter,2025-04-21T10:14:29-04:00,unclear,0.5,agreed,established,1
579245,487fb1a0-2f6a-4774-968f-d09819200a78,26912,134239,2025,first_quarter,2025-04-21T10:22:59-04:00,unclear,0.8,agreed,established,1
579295,a2aea2eb-578b-4dfe-92b4-d6f570000e07,10935,114903,2025,first_quarter,2025-04-21T10:25:30-04:00,unclear,0.4,agreed,established,1
579441,2f50cfb8-6091-4a15-955d-a71bcadb6849,13370,118930,2025,first_quarter,2025-04-21T10:33:04-04:00,unclear,0.55,agreed,established,1
579576,33a360dd-f1ea-4114-bf68-a7835ab980ce,401109278,66063,2025,first_quarter,2025-04-21T10:39:04-04:00,unclear,0.9,agreed,new2025_genuine,1
580365,8dbe8ee3-4113-4e6a-9171-6940ef7aa578,32098,140427,2025,first_quarter,2025-04-21T11:11:02-04:00,unclear,0.55,agreed,new2025_incumbent,1
580443,c6a4a9dd-77db-4e66-9d85-fd8b0188b253,6303,108421,2025,first_quarter,2025-04-21T11:14:17-04:00,unclear,0.5,agreed,established,1
580534,020c04b9-5ab6-4b7b-9c57-21a9ed747a17,401108704,60974,2025,first_quarter,2025-04-21T11:18:24-04:00,unclear,0.95,agreed,new2025_incumbent,1
580781,151c4eb0-863b-465e-a334-17f3d78b4caa,296271,65523,2025,first_quarter,2025-04-21T11:30:18-04:00,unclear,0.7,agreed,new2025_incumbent,1
580849,534b382c-a933-4b2f-8fb1-d79e79082399,40021,149481,2025,first_quarter,2025-04-21T11:34:26-04:00,relief,0.9,agreed,established,1
580977,a3c9c09f-3abf-4a3f-b310-e9a068da4fcb,30495,135839,2025,first_quarter,2025-04-21T11:41:58-04:00,unclear,0.6,agreed,new2025_incumbent,1
581109,543ea270-0311-4cf8-8890-f14eca1211d6,401109167,63846,2025,first_quarter,2025-04-21T11:50:26-04:00,protection,0.95,opus,new2025_genuine,1
581249,68aa9fbf-99e8-4228-b509-894454a957d7,400421010,65786,2025,first_quarter,2025-04-21T11:56:12-04:00,unclear,0.5,agreed,new2025_genuine,1
581312,e9ca7b6d-87ae-4f8e-9013-8c3e6751d5fe,5357,65067,2025,first_quarter,2025-04-21T12:00:16-04:00,unclear,0.5,agreed,new2025_incumbent,1
581588,5eb159eb-74ac-4d87-a023-bd3ac17ea9d1,401103244,198289,2025,first_quarter,2025-04-21T12:12:00-04:00,unclear,0.95,agreed,established,1
581651,29bae0ab-69f3-4afc-b4ed-0dd02f36cb9c,401108897,61402,2025,first_quarter,2025-04-21T12:15:09-04:00,unclear,0.95,agreed,new2025_genuine,1
581715,dcf5a44b-760d-4db5-8daf-210ff29b8d46,401109039,64851,2025,first_quarter,2025-04-21T12:18:45-04:00,unclear,0.5,agreed,new2025_genuine,1
581843,45e2e354-24e4-42c8-84e1-ecf4afa51693,400794388,195349,2025,first_quarter,2025-04-21T12:23:27-04:00,unclear,0.95,agreed,established,1
582111,113515f6-6736-48af-ad2e-ec79f2ef3799,1433,102615,2025,first_quarter,2025-04-21T12:35:34-04:00,relief,0.7,opus,established,1
582183,e58f0f21-b6ca-4a69-87cc-36edf9278a60,1433,102612,2025,first_quarter,2025-04-21T12:38:48-04:00,relief,0.7,opus,established,1
582547,9c2b6f7a-a062-40e7-9f42-830c49b246c1,5357,65642,2025,first_quarter,2025-04-21T12:53:11-04:00,unclear,0.5,agreed,new2025_incumbent,1
582695,14ce3959-65fd-433b-b6ab-32213d668b7a,401105303,203521,2025,first_quarter,2025-04-21T12:59:34-04:00,unclear,0.95,agreed,established,1
582846,935ab9f6-85cb-4e2a-acd3-de867aa2393c,5357,65657,2025,first_quarter,2025-04-21T13:07:27-04:00,unclear,0.5,agreed,new2025_incumbent,1
582985,9414424f-1463-4c2f-909c-d017a270ed2b,291594,177806,2025,first_quarter,2025-04-21T13:13:55-04:00,unclear,0.5,agreed,established,1
583777,954004f5-5c6f-4aef-884b-50f6acebb68f,401103568,65815,2025,first_quarter,2025-04-21T13:55:02-04:00,unclear,0.4,agreed,new2025_genuine,1
583819,26e0eda6-c92f-4338-bd5f-e8f8a4893392,33647,141959,2025,first_quarter,2025-04-21T13:56:57-04:00,unclear,0.9,agreed,new2025_incumbent,1
583826,b04510d6-ed9b-4dbd-9391-59231f7fb71a,31417,138240,2025,first_quarter,2025-04-21T13:56:57-04:00,unclear,0.4,agreed,established,1
583899,b3edd2e5-1640-44ee-9a99-8018ebb4e536,46940,154402,2025,first_quarter,2025-04-21T14:00:08-04:00,unclear,0.55,agreed,new2025_genuine,1
584491,5074de59-cca3-4f29-9e2b-2b15d387f1e4,32021,139582,2025,first_quarter,2025-04-21T14:26:08-04:00,monitoring,0.9,agreed,new2025_incumbent,1
584649,9272a47d-0342-4d3c-8479-97a74170c2cf,6278,108001,2025,first_quarter,2025-04-21T14:34:00-04:00,unclear,0.9,agreed,new2025_incumbent,1
584739,b95379a2-f2a9-4e04-a56b-5c141aaee903,17443,209705,2025,first_quarter,2025-04-21T14:36:46-04:00,unclear,0.95,agreed,new2025_incumbent,1
